Grouping:kineticEnergy J686
# x 	 y
0.0000000000000000E+000	0.0000000000000000E+000
5.0000000000000001E-003	1.5032952347830293E-004
1.0000000000000000E-002	5.8656264445755427E-004
1.4999999999999999E-002	1.2832554424465623E-003
2.0000000000000000E-002	2.2145452673058980E-003
2.5000000000000001E-002	3.3575946389969315E-003
3.0000000000000002E-002	4.6928936132778218E-003
3.5000000000000003E-002	6.2034137278625104E-003
4.0000000000000001E-002	7.8741751627811624E-003
4.4999999999999998E-002	9.6905581837944677E-003
4.9999999999999996E-002	1.1639719988176951E-002
5.4999999999999993E-002	1.3709448430861847E-002
5.9999999999999991E-002	1.5888263940232440E-002
6.4999999999999988E-002	1.8165148981708294E-002
6.9999999999999993E-002	2.0529521719800638E-002
7.4999999999999997E-002	2.2971183224631018E-002
8.0000000000000002E-002	2.5480927847275785E-002
8.5000000000000006E-002	2.8047573648095150E-002
9.0000000000000011E-002	3.0663209339687442E-002
9.5000000000000015E-002	3.3319016045825003E-002
1.0000000000000002E-001	3.6004465990787993E-002
1.0500000000000002E-001	3.8713088338602035E-002
1.1000000000000003E-001	4.1436013717301760E-002
1.1500000000000003E-001	4.4165285281811392E-002
1.2000000000000004E-001	4.6894426420128976E-002
1.2500000000000003E-001	4.9613418332236300E-002
1.3000000000000003E-001	5.2315875432700540E-002
1.3500000000000004E-001	5.4994797487353635E-002
1.4000000000000004E-001	5.7642700933909691E-002
1.4500000000000005E-001	6.0254989978530807E-002
1.5000000000000005E-001	6.2824388336517406E-002
1.5500000000000005E-001	6.5344433628090295E-002
1.6000000000000006E-001	6.7810594288546369E-002
1.6500000000000006E-001	7.0215766900101909E-002
1.7000000000000007E-001	7.2556432422078640E-002
1.7500000000000007E-001	7.4836022886994757E-002
1.8000000000000008E-001	7.7033687285109662E-002
1.8500000000000008E-001	7.9148669413052888E-002
1.9000000000000009E-001	8.1182384181906611E-002
1.9500000000000009E-001	8.3127282177192910E-002
2.0000000000000009E-001	8.4987047187888562E-002
2.0500000000000010E-001	8.6746424229774605E-002
2.1000000000000010E-001	8.8408420930067802E-002
2.1500000000000011E-001	8.9970976304822994E-002
2.2000000000000011E-001	9.1432330875961976E-002
2.2500000000000012E-001	9.2789991726601503E-002
2.3000000000000012E-001	9.4037274596180803E-002
2.3500000000000013E-001	9.5180353183038052E-002
2.4000000000000013E-001	9.6209765677703438E-002
2.4500000000000013E-001	9.7130924972243904E-002
2.5000000000000011E-001	9.7933754360404607E-002
2.5500000000000012E-001	9.8627288761257509E-002
2.6000000000000012E-001	9.9203721777429199E-002
2.6500000000000012E-001	9.9656276981497149E-002
2.7000000000000013E-001	9.9999764483559836E-002
2.7500000000000013E-001	1.0022979464458960E-001
2.8000000000000014E-001	1.0034273629977437E-001
2.8500000000000014E-001	1.0034015014140517E-001
2.9000000000000015E-001	1.0022106103502762E-001
2.9500000000000015E-001	9.9992582525677220E-002
3.0000000000000016E-001	9.9649782884742161E-002
3.0500000000000016E-001	9.9199051952596221E-002
3.1000000000000016E-001	9.8639207315101576E-002
3.1500000000000017E-001	9.7972841702485131E-002
3.2000000000000017E-001	9.7202355618937544E-002
3.2500000000000018E-001	9.6330162035612774E-002
3.3000000000000018E-001	9.5358859676657234E-002
3.3500000000000019E-001	9.4291332607253447E-002
3.4000000000000019E-001	9.3130237304623137E-002
3.4500000000000020E-001	9.1879533295783633E-002
3.5000000000000020E-001	9.0539724238712441E-002
3.5500000000000020E-001	8.9116978366048219E-002
3.6000000000000021E-001	8.7613764835107716E-002
3.6500000000000021E-001	8.6033424108918732E-002
3.7000000000000022E-001	8.4376629104496392E-002
3.7500000000000022E-001	8.2653844663749074E-002
3.8000000000000023E-001	8.0865074404986706E-002
3.8500000000000023E-001	7.9015853708466505E-002
3.9000000000000024E-001	7.7111193804823133E-002
3.9500000000000024E-001	7.5153669551148133E-002
4.0000000000000024E-001	7.3148617961067489E-002
4.0500000000000025E-001	7.1102221591975004E-002
4.1000000000000025E-001	6.9016164221240170E-002
4.1500000000000026E-001	6.6896731260612671E-002
4.2000000000000026E-001	6.4748771992380064E-002
4.2500000000000027E-001	6.2577032621784462E-002
4.3000000000000027E-001	6.0379694937111067E-002
